Periodicity;Year;Month;Quarter;Transactions / Sales;Sector;Value in different units;Date_Object;Date;Name
Monthly;2021;MAR;;Construction & Building Materials;Number of Transactions;3953.996;2021-03-01;MAR 2021;Construction & Building Materials :  Number of Transactions
Monthly;2021;JAN;;Construction & Building Materials;Sales;1687722.44299997;2021-01-01;JAN 2021;Construction & Building Materials :  Sales
Monthly;2021;AUG;;Construction & Building Materials;Sales;1488725.63720996;2021-08-01;AUG 2021;Construction & Building Materials :  Sales
Monthly;2021;SEP;;Construction & Building Materials;Sales;1520935.1;2021-09-01;SEP 2021;Construction & Building Materials :  Sales
Monthly;2021;JAN;;Jewelry;Number of Transactions;842.849;2021-01-01;JAN 2021;Jewelry :  Number of Transactions
Monthly;2021;DEC;;Jewelry;Number of Transactions;858.178;2021-12-01;DEC 2021;Jewelry :  Number of Transactions
Monthly;2021;OCT;;Jewelry;Sales;883137.662179988;2021-10-01;OCT 2021;Jewelry :  Sales
Monthly;2021;MAR;;Telecommunication;Number of Transactions;1568.491;2021-03-01;MAR 2021;Telecommunication :  Number of Transactions
Monthly;2021;AUG;;Telecommunication;Number of Transactions;1815.479;2021-08-01;AUG 2021;Telecommunication :  Number of Transactions
Monthly;2021;MAY;;Telecommunication;Sales;469860.27031999;2021-05-01;MAY 2021;Telecommunication :  Sales
Monthly;2021;JUN;;Telecommunication;Sales;423334.314809999;2021-06-01;JUN 2021;Telecommunication :  Sales
Monthly;2021;AUG;;Telecommunication;Sales;451407.68504;2021-08-01;AUG 2021;Telecommunication :  Sales
Monthly;2021;DEC;;Telecommunication;Sales;439899.461599995;2021-12-01;DEC 2021;Telecommunication :  Sales
Monthly;2021;MAR;;Education;Number of Transactions;235.638;2021-03-01;MAR 2021;Education :  Number of Transactions
Monthly;2021;JUN;;Education;Number of Transactions;217.334;2021-06-01;JUN 2021;Education :  Number of Transactions
Monthly;2021;OCT;;Education;Number of Transactions;434.616;2021-10-01;OCT 2021;Education :  Number of Transactions
Monthly;2021;NOV;;Education;Number of Transactions;426.405;2021-11-01;NOV 2021;Education :  Number of Transactions
Monthly;2021;MAY;;Education;Sales;272336.05563;2021-05-01;MAY 2021;Education :  Sales
Monthly;2021;SEP;;Education;Sales;728702.53;2021-09-01;SEP 2021;Education :  Sales
Monthly;2021;DEC;;Education;Sales;652083.952869995;2021-12-01;DEC 2021;Education :  Sales
Monthly;2021;JAN;;Public Utilities;Sales;301858.089269999;2021-01-01;JAN 2021;Public Utilities :  Sales
Monthly;2021;JUL;;Public Utilities;Sales;348391.605869999;2021-07-01;JUL 2021;Public Utilities :  Sales
Monthly;2021;APR;;Others;Number of Transactions;79817.065;2021-04-01;APR 2021;Others :  Number of Transactions
Monthly;2021;JAN;;Others;Sales;6378652.36444071;2021-01-01;JAN 2021;Others :  Sales
Monthly;2021;JUN;;Others;Sales;7501338.03074341;2021-06-01;JUN 2021;Others :  Sales
Monthly;2021;AUG;;Others;Sales;8025347.24427473;2021-08-01;AUG 2021;Others :  Sales
Monthly;2021;JAN;;Total;Number of Transactions;355954.432;2021-01-01;JAN 2021;Total :  Number of Transactions
Monthly;2021;AUG;;Total;Number of Transactions;465810.703;2021-08-01;AUG 2021;Total :  Number of Transactions
Monthly;2021;APR;;Total;Sales;39172987.077;2021-04-01;APR 2021;Total :  Sales
Monthly;2021;OCT;;Total;Sales;40466970.1540478;2021-10-01;OCT 2021;Total :  Sales
Monthly;2021;DEC;;Total;Sales;44373136.3948383;2021-12-01;DEC 2021;Total :  Sales
Annually;2021;;;Restaurants & Café;Number of Transactions;1448057.009;2021-01-01;2021;Restaurants & Café :  Number of Transactions
Annually;2021;;;Miscellaneous Goods and Services;Number of Transactions;456125.737;2021-01-01;2021;Miscellaneous Goods and Services :  Number of Transactions
Annually;2021;;;Furniture;Number of Transactions;45439.682;2021-01-01;2021;Furniture :  Number of Transactions
Annually;2021;;;Jewelry;Number of Transactions;11086.078;2021-01-01;2021;Jewelry :  Number of Transactions
Annually;2021;;;Education;Sales;6488401.25862998;2021-01-01;2021;Education :  Sales
Quarterly;2021;;Q3;Transportation;Number of Transactions;18935.566;2021-07-01;Q3 2021;Transportation :  Number of Transactions
Quarterly;2021;;Q4;Transportation;Sales;6848428.09496991;2021-10-01;Q4 2021;Transportation :  Sales
Quarterly;2021;;Q1;Health;Number of Transactions;66461.019;2021-01-01;Q1 2021;Health :  Number of Transactions
Quarterly;2021;;Q2;Health;Number of Transactions;70712.754;2021-04-01;Q2 2021;Health :  Number of Transactions
Quarterly;2021;;Q3;Health;Number of Transactions;74781.717;2021-07-01;Q3 2021;Health :  Number of Transactions
Quarterly;2021;;Q4;Health;Number of Transactions;80255.666;2021-10-01;Q4 2021;Health :  Number of Transactions
Quarterly;2021;;Q1;Restaurants & Café;Number of Transactions;302133.655;2021-01-01;Q1 2021;Restaurants & Café :  Number of Transactions
Quarterly;2021;;Q1;Restaurants & Café;Sales;13702851.1126627;2021-01-01;Q1 2021;Restaurants & Café :  Sales
Quarterly;2021;;Q3;Restaurants & Café;Sales;16475140.6939028;2021-07-01;Q3 2021;Restaurants & Café :  Sales
Quarterly;2021;;Q2;Hotels;Sales;2240555.69777998;2021-04-01;Q2 2021;Hotels :  Sales
Quarterly;2021;;Q4;Beverage and Food;Number of Transactions;359712.726;2021-10-01;Q4 2021;Beverage and Food :  Number of Transactions
Quarterly;2021;;Q2;Beverage and Food;Sales;18389884.745971;2021-04-01;Q2 2021;Beverage and Food :  Sales
Quarterly;2021;;Q1;Clothing and Footwear;Number of Transactions;45970.385;2021-01-01;Q1 2021;Clothing and Footwear :  Number of Transactions
Quarterly;2021;;Q4;Clothing and Footwear;Sales;9842054.41569111;2021-10-01;Q4 2021;Clothing and Footwear :  Sales
Quarterly;2021;;Q2;Miscellaneous Goods and Services;Number of Transactions;100575.372;2021-04-01;Q2 2021;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2021;;Q1;Miscellaneous Goods and Services;Sales;9300600.22900982;2021-01-01;Q1 2021;Miscellaneous Goods and Services :  Sales
Quarterly;2021;;Q2;Electronic & Electric Devices;Number of Transactions;8669.731;2021-04-01;Q2 2021;Electronic & Electric Devices :  Number of Transactions
Quarterly;2021;;Q3;Electronic & Electric Devices;Number of Transactions;9111.854;2021-07-01;Q3 2021;Electronic & Electric Devices :  Number of Transactions
Quarterly;2021;;Q4;Furniture;Number of Transactions;12200.38;2021-10-01;Q4 2021;Furniture :  Number of Transactions
Quarterly;2021;;Q3;Construction & Building Materials;Number of Transactions;11262.192;2021-07-01;Q3 2021;Construction & Building Materials :  Number of Transactions
Quarterly;2021;;Q4;Construction & Building Materials;Number of Transactions;13345.979;2021-10-01;Q4 2021;Construction & Building Materials :  Number of Transactions
Quarterly;2021;;Q1;Construction & Building Materials;Sales;5259006.17531988;2021-01-01;Q1 2021;Construction & Building Materials :  Sales
Quarterly;2021;;Q2;Construction & Building Materials;Sales;4444718.36310994;2021-04-01;Q2 2021;Construction & Building Materials :  Sales
Quarterly;2021;;Q3;Education;Number of Transactions;1130.64;2021-07-01;Q3 2021;Education :  Number of Transactions
Quarterly;2021;;Q2;Education;Sales;893436.86299;2021-04-01;Q2 2021;Education :  Sales
Quarterly;2021;;Q3;Education;Sales;2492765.61181999;2021-07-01;Q3 2021;Education :  Sales
Quarterly;2021;;Q2;Public Utilities;Number of Transactions;10133.002;2021-04-01;Q2 2021;Public Utilities :  Number of Transactions
Quarterly;2021;;Q2;Public Utilities;Sales;1026712.57837;2021-04-01;Q2 2021;Public Utilities :  Sales
Quarterly;2021;;Q3;Public Utilities;Sales;1100913.0289;2021-07-01;Q3 2021;Public Utilities :  Sales
Quarterly;2021;;Q4;Public Utilities;Sales;991740.211259994;2021-10-01;Q4 2021;Public Utilities :  Sales
Quarterly;2021;;Q4;Others;Sales;25712882.9870797;2021-10-01;Q4 2021;Others :  Sales
Quarterly;2021;;Q2;Total;Number of Transactions;1205841.39;2021-04-01;Q2 2021;Total :  Number of Transactions
Monthly;2021;JAN;;Transportation;Number of Transactions;4740.931;2021-01-01;JAN 2021;Transportation :  Number of Transactions
Monthly;2021;FEB;;Transportation;Number of Transactions;4330.586;2021-02-01;FEB 2021;Transportation :  Number of Transactions
Monthly;2021;JUN;;Transportation;Number of Transactions;5935.958;2021-06-01;JUN 2021;Transportation :  Number of Transactions
Monthly;2021;AUG;;Transportation;Number of Transactions;6491.358;2021-08-01;AUG 2021;Transportation :  Number of Transactions
Monthly;2021;MAY;;Transportation;Sales;2040482.64735997;2021-05-01;MAY 2021;Transportation :  Sales
Monthly;2021;JUN;;Transportation;Sales;2335153.81143997;2021-06-01;JUN 2021;Transportation :  Sales
Monthly;2021;OCT;;Transportation;Sales;2224041.45185997;2021-10-01;OCT 2021;Transportation :  Sales
Monthly;2021;FEB;;Health;Number of Transactions;19773.227;2021-02-01;FEB 2021;Health :  Number of Transactions
Monthly;2021;OCT;;Health;Number of Transactions;26480.098;2021-10-01;OCT 2021;Health :  Number of Transactions
Monthly;2021;NOV;;Health;Number of Transactions;26126.146;2021-11-01;NOV 2021;Health :  Number of Transactions
Monthly;2021;MAR;;Health;Sales;3086861.43869001;2021-03-01;MAR 2021;Health :  Sales
Monthly;2021;JUN;;Health;Sales;3153379.52048998;2021-06-01;JUN 2021;Health :  Sales
Monthly;2021;AUG;;Health;Sales;3079722.59443998;2021-08-01;AUG 2021;Health :  Sales
Monthly;2021;MAY;;Restaurants & Café;Number of Transactions;105593.074;2021-05-01;MAY 2021;Restaurants & Café :  Number of Transactions
Monthly;2021;SEP;;Restaurants & Café;Number of Transactions;132812.119;2021-09-01;SEP 2021;Restaurants & Café :  Number of Transactions
Monthly;2021;SEP;;Restaurants & Café;Sales;5393029.173;2021-09-01;SEP 2021;Restaurants & Café :  Sales
Monthly;2021;APR;;Hotels;Number of Transactions;1509.839;2021-04-01;APR 2021;Hotels :  Number of Transactions
Monthly;2021;JUN;;Hotels;Number of Transactions;2407.077;2021-06-01;JUN 2021;Hotels :  Number of Transactions
Monthly;2021;NOV;;Hotels;Number of Transactions;2300.264;2021-11-01;NOV 2021;Hotels :  Number of Transactions
Monthly;2021;FEB;;Hotels;Sales;468219.337379994;2021-02-01;FEB 2021;Hotels :  Sales
Monthly;2021;MAR;;Hotels;Sales;585409.053309992;2021-03-01;MAR 2021;Hotels :  Sales
Monthly;2021;AUG;;Hotels;Sales;830009.736229984;2021-08-01;AUG 2021;Hotels :  Sales
Monthly;2021;DEC;;Hotels;Sales;920164.645439989;2021-12-01;DEC 2021;Hotels :  Sales
Monthly;2021;FEB;;Beverage and Food;Number of Transactions;85115.006;2021-02-01;FEB 2021;Beverage and Food :  Number of Transactions
Monthly;2021;MAR;;Beverage and Food;Number of Transactions;102571.561;2021-03-01;MAR 2021;Beverage and Food :  Number of Transactions
Monthly;2021;APR;;Beverage and Food;Number of Transactions;99798.57;2021-04-01;APR 2021;Beverage and Food :  Number of Transactions
Monthly;2021;AUG;;Beverage and Food;Number of Transactions;117398.406;2021-08-01;AUG 2021;Beverage and Food :  Number of Transactions
Monthly;2021;SEP;;Beverage and Food;Sales;6052876.82;2021-09-01;SEP 2021;Beverage and Food :  Sales
Monthly;2021;NOV;;Beverage and Food;Sales;5964729.27815061;2021-11-01;NOV 2021;Beverage and Food :  Sales
Monthly;2021;MAR;;Clothing and Footwear;Number of Transactions;17721.25;2021-03-01;MAR 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;NOV;;Clothing and Footwear;Number of Transactions;19419.195;2021-11-01;NOV 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;MAR;;Clothing and Footwear;Sales;3302271.42161038;2021-03-01;MAR 2021;Clothing and Footwear :  Sales
Monthly;2021;AUG;;Clothing and Footwear;Sales;2670491.90007014;2021-08-01;AUG 2021;Clothing and Footwear :  Sales
Monthly;2021;DEC;;Clothing and Footwear;Sales;3630494.71971056;2021-12-01;DEC 2021;Clothing and Footwear :  Sales
Monthly;2021;SEP;;Recreation and Culture;Number of Transactions;8811.244;2021-09-01;SEP 2021;Recreation and Culture :  Number of Transactions
Monthly;2021;MAY;;Recreation and Culture;Sales;1277200.08501999;2021-05-01;MAY 2021;Recreation and Culture :  Sales
Monthly;2021;MAR;;Miscellaneous Goods and Services;Number of Transactions;29063.124;2021-03-01;MAR 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;APR;;Miscellaneous Goods and Services;Number of Transactions;29633.1;2021-04-01;APR 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;AUG;;Miscellaneous Goods and Services;Number of Transactions;43143.775;2021-08-01;AUG 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;MAR;;Miscellaneous Goods and Services;Sales;3548684.42698998;2021-03-01;MAR 2021;Miscellaneous Goods and Services :  Sales
Monthly;2021;APR;;Miscellaneous Goods and Services;Sales;3319115.516;2021-04-01;APR 2021;Miscellaneous Goods and Services :  Sales
Monthly;2021;NOV;;Miscellaneous Goods and Services;Sales;4044287.14281326;2021-11-01;NOV 2021;Miscellaneous Goods and Services :  Sales
Monthly;2021;DEC;;Miscellaneous Goods and Services;Sales;4401380.18940034;2021-12-01;DEC 2021;Miscellaneous Goods and Services :  Sales
Monthly;2021;AUG;;Electronic & Electric Devices;Number of Transactions;3161.622;2021-08-01;AUG 2021;Electronic & Electric Devices :  Number of Transactions
Monthly;2021;FEB;;Electronic & Electric Devices;Sales;1173039.84570999;2021-02-01;FEB 2021;Electronic & Electric Devices :  Sales
Monthly;2021;MAR;;Electronic & Electric Devices;Sales;1475326.34530998;2021-03-01;MAR 2021;Electronic & Electric Devices :  Sales
Monthly;2021;AUG;;Electronic & Electric Devices;Sales;1229508.38119998;2021-08-01;AUG 2021;Electronic & Electric Devices :  Sales
Monthly;2021;NOV;;Electronic & Electric Devices;Sales;1267264.42359998;2021-11-01;NOV 2021;Electronic & Electric Devices :  Sales
Monthly;2021;DEC;;Electronic & Electric Devices;Sales;1197499.89576998;2021-12-01;DEC 2021;Electronic & Electric Devices :  Sales
Monthly;2021;FEB;;Furniture;Number of Transactions;2897.417;2021-02-01;FEB 2021;Furniture :  Number of Transactions
Monthly;2021;JUN;;Furniture;Number of Transactions;3479.252;2021-06-01;JUN 2021;Furniture :  Number of Transactions
Monthly;2021;SEP;;Furniture;Number of Transactions;3811.191;2021-09-01;SEP 2021;Furniture :  Number of Transactions
Monthly;2021;FEB;;Furniture;Sales;1266835.98686998;2021-02-01;FEB 2021;Furniture :  Sales
Monthly;2021;APR;;Furniture;Sales;1630138.114;2021-04-01;APR 2021;Furniture :  Sales
Monthly;2021;JUN;;Furniture;Sales;1360692.21873997;2021-06-01;JUN 2021;Furniture :  Sales
Monthly;2021;AUG;;Furniture;Sales;1263704.76621997;2021-08-01;AUG 2021;Furniture :  Sales
Monthly;2021;APR;;Construction & Building Materials;Number of Transactions;3664.59;2021-04-01;APR 2021;Construction & Building Materials :  Number of Transactions
Monthly;2021;JUN;;Construction & Building Materials;Number of Transactions;3658.67;2021-06-01;JUN 2021;Construction & Building Materials :  Number of Transactions
Monthly;2021;MAR;;Construction & Building Materials;Sales;1964356.55818995;2021-03-01;MAR 2021;Construction & Building Materials :  Sales
Monthly;2021;MAY;;Construction & Building Materials;Sales;1338381.88612997;2021-05-01;MAY 2021;Construction & Building Materials :  Sales
Monthly;2021;OCT;;Construction & Building Materials;Sales;1592062.21332995;2021-10-01;OCT 2021;Construction & Building Materials :  Sales
Monthly;2021;NOV;;Construction & Building Materials;Sales;1666791.76858996;2021-11-01;NOV 2021;Construction & Building Materials :  Sales
Monthly;2021;SEP;;Jewelry;Number of Transactions;843.891;2021-09-01;SEP 2021;Jewelry :  Number of Transactions
Monthly;2021;JAN;;Jewelry;Sales;1075270.78513998;2021-01-01;JAN 2021;Jewelry :  Sales
Monthly;2021;FEB;;Jewelry;Sales;1007453.60525999;2021-02-01;FEB 2021;Jewelry :  Sales
Monthly;2021;MAR;;Jewelry;Sales;1362108.82308998;2021-03-01;MAR 2021;Jewelry :  Sales
Monthly;2021;NOV;;Jewelry;Sales;891005.079839984;2021-11-01;NOV 2021;Jewelry :  Sales
Monthly;2021;DEC;;Jewelry;Sales;964081.547499987;2021-12-01;DEC 2021;Jewelry :  Sales
Monthly;2021;APR;;Telecommunication;Number of Transactions;1595.875;2021-04-01;APR 2021;Telecommunication :  Number of Transactions
Monthly;2021;SEP;;Telecommunication;Number of Transactions;1788.749;2021-09-01;SEP 2021;Telecommunication :  Number of Transactions
Monthly;2021;FEB;;Telecommunication;Sales;281367.96483;2021-02-01;FEB 2021;Telecommunication :  Sales
Monthly;2021;OCT;;Telecommunication;Sales;432364.789899999;2021-10-01;OCT 2021;Telecommunication :  Sales
Monthly;2021;NOV;;Telecommunication;Sales;424789.945149998;2021-11-01;NOV 2021;Telecommunication :  Sales
Monthly;2021;JAN;;Education;Number of Transactions;293.559;2021-01-01;JAN 2021;Education :  Number of Transactions
Monthly;2021;MAY;;Education;Number of Transactions;171.512;2021-05-01;MAY 2021;Education :  Number of Transactions
Monthly;2021;DEC;;Education;Number of Transactions;441.775;2021-12-01;DEC 2021;Education :  Number of Transactions
Monthly;2021;FEB;;Education;Sales;417978.472039999;2021-02-01;FEB 2021;Education :  Sales
Monthly;2021;APR;;Public Utilities;Number of Transactions;3188.593;2021-04-01;APR 2021;Public Utilities :  Number of Transactions
Monthly;2021;DEC;;Public Utilities;Number of Transactions;3520.354;2021-12-01;DEC 2021;Public Utilities :  Number of Transactions
Monthly;2021;AUG;;Public Utilities;Sales;382328.453029997;2021-08-01;AUG 2021;Public Utilities :  Sales
Monthly;2021;JUL;;Others;Number of Transactions;93682.933;2021-07-01;JUL 2021;Others :  Number of Transactions
Monthly;2021;NOV;;Others;Number of Transactions;102635.981;2021-11-01;NOV 2021;Others :  Number of Transactions
Monthly;2021;DEC;;Others;Number of Transactions;109866.227;2021-12-01;DEC 2021;Others :  Number of Transactions
Monthly;2021;MAR;;Others;Sales;7764788.71432023;2021-03-01;MAR 2021;Others :  Sales
Monthly;2021;SEP;;Others;Sales;8132985.641;2021-09-01;SEP 2021;Others :  Sales
